TrainRMSE 1,TrainRMSE 2,TrainRMSE 3,TestRMSE 1,TestRMSE 2,TestRMSE 3,MAPE 1,MAPE 2,MAPE 3,Neurons,Epochs,Batches
252.21,472.7,682.27,267.95,510.28,741.82,4.5,8.76,13.27,32,200,46
