TrainRMSE 1,TrainRMSE 2,TrainRMSE 3,TestRMSE 1,TestRMSE 2,TestRMSE 3,MAPE 1,MAPE 2,MAPE 3,Neurons,Epochs,Batches
256.38,484.24,701.87,269.64,512.83,745.22,4.47,9.04,13.61,32,200,46
